config,scenario,seed,final_poa,welfare_dc,welfare_mfg,shapley_fairness,n_rounds,converged,convergence_rate,model_path_in_volume
D_FW3,S3,20,0.7932940721511842,179011.2617782987,132237.66743021837,0.7387114426018161,2,True,1.0,D_FW3/S3_seed20.zip
D_FW3,S3,21,0.8018166422843931,193738.83977352866,120853.91982675297,0.6237980983473695,2,True,1.0,D_FW3/S3_seed21.zip
D_FW3,S3,22,0.8270570635795595,192871.53701703504,131624.30187840512,0.6824454448495408,3,True,1.0,D_FW3/S3_seed22.zip
D_FW3,S3,23,0.8141571879386903,182346.5823205514,137087.9903671937,0.7517990664952712,2,True,1.0,D_FW3/S3_seed23.zip
D_FW3,S3,24,0.8091626763343813,196909.25110251803,120565.72495727646,0.6122908105242124,2,True,1.0,D_FW3/S3_seed24.zip
D_FW3,S3,25,0.809950351715088,193652.17994860187,124131.84054681286,0.6410040960022203,2,True,1.0,D_FW3/S3_seed25.zip
D_FW3,S3,26,0.7877730727195742,188868.47519132376,120214.28989020117,0.6364973814101273,2,True,1.0,D_FW3/S3_seed26.zip
D_FW3,S3,27,0.7881634235382081,197147.98300311447,112087.93622210142,0.5685472126809972,2,True,1.0,D_FW3/S3_seed27.zip
D_FW3,S3,28,0.7145153284072876,189064.67768217184,91275.41141842738,0.48277347486274697,4,True,1.0,D_FW3/S3_seed28.zip
D_FW3,S3,29,0.7795414328575135,186347.71834490166,119505.36283674373,0.641303064497722,2,True,1.0,D_FW3/S3_seed29.zip
