dc_name,process_name,delta_beta_pct,delta_gamma_pct,delta_delta_pct,beta,gamma,delta,is_match_score
Edge_LC,HighT_130C,10,-20,10,0.44,0.32,0.22,0.3475
Edge_LC,LowT_60C,10,-20,10,0.44,0.32,0.22,0.5272
Edge_LC,MidT_90C,10,-20,10,0.44,0.32,0.22,0.4345
Mid_LC,HighT_130C,10,-20,10,0.44,0.32,0.22,0.3475
Mid_LC,LowT_60C,10,-20,10,0.44,0.32,0.22,0.5272
Mid_LC,MidT_90C,10,-20,10,0.44,0.32,0.22,0.4345
Hyperscale_LC,HighT_130C,10,-20,10,0.44,0.32,0.22,0.3466
Hyperscale_LC,LowT_60C,10,-20,10,0.44,0.32,0.22,0.5263
Hyperscale_LC,MidT_90C,10,-20,10,0.44,0.32,0.22,0.4338
Edge_LC,HighT_130C,10,-20,20,0.44,0.32,0.24,0.336
Edge_LC,LowT_60C,10,-20,20,0.44,0.32,0.24,0.5222
Edge_LC,MidT_90C,10,-20,20,0.44,0.32,0.24,0.426
Mid_LC,HighT_130C,10,-20,20,0.44,0.32,0.24,0.336
Mid_LC,LowT_60C,10,-20,20,0.44,0.32,0.24,0.5222
Mid_LC,MidT_90C,10,-20,20,0.44,0.32,0.24,0.426
Hyperscale_LC,HighT_130C,10,-20,20,0.44,0.32,0.24,0.3351
Hyperscale_LC,LowT_60C,10,-20,20,0.44,0.32,0.24,0.5213
Hyperscale_LC,MidT_90C,10,-20,20,0.44,0.32,0.24,0.4253
Edge_LC,HighT_130C,10,-10,-20,0.44,0.36,0.16,0.4122
Edge_LC,LowT_60C,10,-10,-20,0.44,0.36,0.16,0.5723
Edge_LC,MidT_90C,10,-10,-20,0.44,0.36,0.16,0.49
Mid_LC,HighT_130C,10,-10,-20,0.44,0.36,0.16,0.4122
Mid_LC,LowT_60C,10,-10,-20,0.44,0.36,0.16,0.5723
Mid_LC,MidT_90C,10,-10,-20,0.44,0.36,0.16,0.49
Hyperscale_LC,HighT_130C,10,-10,-20,0.44,0.36,0.16,0.4115
Hyperscale_LC,LowT_60C,10,-10,-20,0.44,0.36,0.16,0.5716
Hyperscale_LC,MidT_90C,10,-10,-20,0.44,0.36,0.16,0.4895
Edge_LC,HighT_130C,10,-10,-10,0.44,0.36,0.18,0.4007
Edge_LC,LowT_60C,10,-10,-10,0.44,0.36,0.18,0.5673
Edge_LC,MidT_90C,10,-10,-10,0.44,0.36,0.18,0.4816
Mid_LC,HighT_130C,10,-10,-10,0.44,0.36,0.18,0.4007
Mid_LC,LowT_60C,10,-10,-10,0.44,0.36,0.18,0.5673
Mid_LC,MidT_90C,10,-10,-10,0.44,0.36,0.18,0.4816
Hyperscale_LC,HighT_130C,10,-10,-10,0.44,0.36,0.18,0.4
Hyperscale_LC,LowT_60C,10,-10,-10,0.44,0.36,0.18,0.5666
Hyperscale_LC,MidT_90C,10,-10,-10,0.44,0.36,0.18,0.481
Edge_LC,HighT_130C,10,-10,0,0.44,0.36,0.2,0.3892
Edge_LC,LowT_60C,10,-10,0,0.44,0.36,0.2,0.5623
Edge_LC,MidT_90C,10,-10,0,0.44,0.36,0.2,0.4731
Mid_LC,HighT_130C,10,-10,0,0.44,0.36,0.2,0.3892
Mid_LC,LowT_60C,10,-10,0,0.44,0.36,0.2,0.5623
Mid_LC,MidT_90C,10,-10,0,0.44,0.36,0.2,0.4731
Hyperscale_LC,HighT_130C,10,-10,0,0.44,0.36,0.2,0.3885
Hyperscale_LC,LowT_60C,10,-10,0,0.44,0.36,0.2,0.5616
Hyperscale_LC,MidT_90C,10,-10,0,0.44,0.36,0.2,0.4726
Edge_LC,HighT_130C,10,-10,10,0.44,0.36,0.22,0.3776
Edge_LC,LowT_60C,10,-10,10,0.44,0.36,0.22,0.5573
Edge_LC,MidT_90C,10,-10,10,0.44,0.36,0.22,0.4646
Mid_LC,HighT_130C,10,-10,10,0.44,0.36,0.22,0.3776
Mid_LC,LowT_60C,10,-10,10,0.44,0.36,0.22,0.5573
Mid_LC,MidT_90C,10,-10,10,0.44,0.36,0.22,0.4646
Hyperscale_LC,HighT_130C,10,-10,10,0.44,0.36,0.22,0.3769
Hyperscale_LC,LowT_60C,10,-10,10,0.44,0.36,0.22,0.5566
Hyperscale_LC,MidT_90C,10,-10,10,0.44,0.36,0.22,0.4641
Edge_LC,HighT_130C,10,-10,20,0.44,0.36,0.24,0.3661
Edge_LC,LowT_60C,10,-10,20,0.44,0.36,0.24,0.5523
Edge_LC,MidT_90C,10,-10,20,0.44,0.36,0.24,0.4562
Mid_LC,HighT_130C,10,-10,20,0.44,0.36,0.24,0.3661
Mid_LC,LowT_60C,10,-10,20,0.44,0.36,0.24,0.5523
Mid_LC,MidT_90C,10,-10,20,0.44,0.36,0.24,0.4562
Hyperscale_LC,HighT_130C,10,-10,20,0.44,0.36,0.24,0.3654
Hyperscale_LC,LowT_60C,10,-10,20,0.44,0.36,0.24,0.5516
Hyperscale_LC,MidT_90C,10,-10,20,0.44,0.36,0.24,0.4556
Edge_LC,HighT_130C,10,0,-20,0.44,0.4,0.16,0.4424
Edge_LC,LowT_60C,10,0,-20,0.44,0.4,0.16,0.6024
Edge_LC,MidT_90C,10,0,-20,0.44,0.4,0.16,0.5201
Mid_LC,HighT_130C,10,0,-20,0.44,0.4,0.16,0.4424
Mid_LC,LowT_60C,10,0,-20,0.44,0.4,0.16,0.6024
Mid_LC,MidT_90C,10,0,-20,0.44,0.4,0.16,0.5201
Hyperscale_LC,HighT_130C,10,0,-20,0.44,0.4,0.16,0.4419
Hyperscale_LC,LowT_60C,10,0,-20,0.44,0.4,0.16,0.6019
Hyperscale_LC,MidT_90C,10,0,-20,0.44,0.4,0.16,0.5198
Edge_LC,HighT_130C,10,0,-10,0.44,0.4,0.18,0.4308
Edge_LC,LowT_60C,10,0,-10,0.44,0.4,0.18,0.5974
Edge_LC,MidT_90C,10,0,-10,0.44,0.4,0.18,0.5117
Mid_LC,HighT_130C,10,0,-10,0.44,0.4,0.18,0.4308
Mid_LC,LowT_60C,10,0,-10,0.44,0.4,0.18,0.5974
Mid_LC,MidT_90C,10,0,-10,0.44,0.4,0.18,0.5117
Hyperscale_LC,HighT_130C,10,0,-10,0.44,0.4,0.18,0.4303
Hyperscale_LC,LowT_60C,10,0,-10,0.44,0.4,0.18,0.5969
Hyperscale_LC,MidT_90C,10,0,-10,0.44,0.4,0.18,0.5114
Edge_LC,HighT_130C,10,0,0,0.44,0.4,0.2,0.4193
Edge_LC,LowT_60C,10,0,0,0.44,0.4,0.2,0.5924
Edge_LC,MidT_90C,10,0,0,0.44,0.4,0.2,0.5032
Mid_LC,HighT_130C,10,0,0,0.44,0.4,0.2,0.4193
Mid_LC,LowT_60C,10,0,0,0.44,0.4,0.2,0.5924
Mid_LC,MidT_90C,10,0,0,0.44,0.4,0.2,0.5032
Hyperscale_LC,HighT_130C,10,0,0,0.44,0.4,0.2,0.4188
Hyperscale_LC,LowT_60C,10,0,0,0.44,0.4,0.2,0.5919
Hyperscale_LC,MidT_90C,10,0,0,0.44,0.4,0.2,0.5029
Edge_LC,HighT_130C,10,0,10,0.44,0.4,0.22,0.4077
Edge_LC,LowT_60C,10,0,10,0.44,0.4,0.22,0.5874
Edge_LC,MidT_90C,10,0,10,0.44,0.4,0.22,0.4947
Mid_LC,HighT_130C,10,0,10,0.44,0.4,0.22,0.4077
Mid_LC,LowT_60C,10,0,10,0.44,0.4,0.22,0.5874
Mid_LC,MidT_90C,10,0,10,0.44,0.4,0.22,0.4947
Hyperscale_LC,HighT_130C,10,0,10,0.44,0.4,0.22,0.4073
Hyperscale_LC,LowT_60C,10,0,10,0.44,0.4,0.22,0.5869
Hyperscale_LC,MidT_90C,10,0,10,0.44,0.4,0.22,0.4944
Edge_LC,HighT_130C,10,0,20,0.44,0.4,0.24,0.3962
Edge_LC,LowT_60C,10,0,20,0.44,0.4,0.24,0.5824
Edge_LC,MidT_90C,10,0,20,0.44,0.4,0.24,0.4863
Mid_LC,HighT_130C,10,0,20,0.44,0.4,0.24,0.3962
Mid_LC,LowT_60C,10,0,20,0.44,0.4,0.24,0.5824
Mid_LC,MidT_90C,10,0,20,0.44,0.4,0.24,0.4863
Hyperscale_LC,HighT_130C,10,0,20,0.44,0.4,0.24,0.3957
Hyperscale_LC,LowT_60C,10,0,20,0.44,0.4,0.24,0.5819
Hyperscale_LC,MidT_90C,10,0,20,0.44,0.4,0.24,0.486
Edge_LC,HighT_130C,10,10,-20,0.44,0.44,0.16,0.4725
Edge_LC,LowT_60C,10,10,-20,0.44,0.44,0.16,0.6325
Edge_LC,MidT_90C,10,10,-20,0.44,0.44,0.16,0.5503
Mid_LC,HighT_130C,10,10,-20,0.44,0.44,0.16,0.4725
Mid_LC,LowT_60C,10,10,-20,0.44,0.44,0.16,0.6325
Mid_LC,MidT_90C,10,10,-20,0.44,0.44,0.16,0.5503
Hyperscale_LC,HighT_130C,10,10,-20,0.44,0.44,0.16,0.4722
Hyperscale_LC,LowT_60C,10,10,-20,0.44,0.44,0.16,0.6323
Hyperscale_LC,MidT_90C,10,10,-20,0.44,0.44,0.16,0.5502
Edge_LC,HighT_130C,10,10,-10,0.44,0.44,0.18,0.4609
Edge_LC,LowT_60C,10,10,-10,0.44,0.44,0.18,0.6275
Edge_LC,MidT_90C,10,10,-10,0.44,0.44,0.18,0.5418
Mid_LC,HighT_130C,10,10,-10,0.44,0.44,0.18,0.4609
Mid_LC,LowT_60C,10,10,-10,0.44,0.44,0.18,0.6275
Mid_LC,MidT_90C,10,10,-10,0.44,0.44,0.18,0.5418
Hyperscale_LC,HighT_130C,10,10,-10,0.44,0.44,0.18,0.4607
Hyperscale_LC,LowT_60C,10,10,-10,0.44,0.44,0.18,0.6273
Hyperscale_LC,MidT_90C,10,10,-10,0.44,0.44,0.18,0.5417
Edge_LC,HighT_130C,10,10,0,0.44,0.44,0.2,0.4494
Edge_LC,LowT_60C,10,10,0,0.44,0.44,0.2,0.6225
Edge_LC,MidT_90C,10,10,0,0.44,0.44,0.2,0.5333
Mid_LC,HighT_130C,10,10,0,0.44,0.44,0.2,0.4494
Mid_LC,LowT_60C,10,10,0,0.44,0.44,0.2,0.6225
Mid_LC,MidT_90C,10,10,0,0.44,0.44,0.2,0.5333
Hyperscale_LC,HighT_130C,10,10,0,0.44,0.44,0.2,0.4491
Hyperscale_LC,LowT_60C,10,10,0,0.44,0.44,0.2,0.6223
Hyperscale_LC,MidT_90C,10,10,0,0.44,0.44,0.2,0.5332
Edge_LC,HighT_130C,10,10,10,0.44,0.44,0.22,0.4379
Edge_LC,LowT_60C,10,10,10,0.44,0.44,0.22,0.6175
Edge_LC,MidT_90C,10,10,10,0.44,0.44,0.22,0.5249
Mid_LC,HighT_130C,10,10,10,0.44,0.44,0.22,0.4379
Mid_LC,LowT_60C,10,10,10,0.44,0.44,0.22,0.6175
Mid_LC,MidT_90C,10,10,10,0.44,0.44,0.22,0.5249
Hyperscale_LC,HighT_130C,10,10,10,0.44,0.44,0.22,0.4376
Hyperscale_LC,LowT_60C,10,10,10,0.44,0.44,0.22,0.6173
Hyperscale_LC,MidT_90C,10,10,10,0.44,0.44,0.22,0.5248
Edge_LC,HighT_130C,10,10,20,0.44,0.44,0.24,0.4263
Edge_LC,LowT_60C,10,10,20,0.44,0.44,0.24,0.6125
Edge_LC,MidT_90C,10,10,20,0.44,0.44,0.24,0.5164
Mid_LC,HighT_130C,10,10,20,0.44,0.44,0.24,0.4263
Mid_LC,LowT_60C,10,10,20,0.44,0.44,0.24,0.6125
Mid_LC,MidT_90C,10,10,20,0.44,0.44,0.24,0.5164
Hyperscale_LC,HighT_130C,10,10,20,0.44,0.44,0.24,0.4261
Hyperscale_LC,LowT_60C,10,10,20,0.44,0.44,0.24,0.6123
Hyperscale_LC,MidT_90C,10,10,20,0.44,0.44,0.24,0.5163
Edge_LC,HighT_130C,10,20,-20,0.44,0.48,0.16,0.5026
Edge_LC,LowT_60C,10,20,-20,0.44,0.48,0.16,0.6627
Edge_LC,MidT_90C,10,20,-20,0.44,0.48,0.16,0.5804
Mid_LC,HighT_130C,10,20,-20,0.44,0.48,0.16,0.5026
Mid_LC,LowT_60C,10,20,-20,0.44,0.48,0.16,0.6627
Mid_LC,MidT_90C,10,20,-20,0.44,0.48,0.16,0.5804
Hyperscale_LC,HighT_130C,10,20,-20,0.44,0.48,0.16,0.5025
Hyperscale_LC,LowT_60C,10,20,-20,0.44,0.48,0.16,0.6626
Hyperscale_LC,MidT_90C,10,20,-20,0.44,0.48,0.16,0.5805
Edge_LC,HighT_130C,10,20,-10,0.44,0.48,0.18,0.4911
Edge_LC,LowT_60C,10,20,-10,0.44,0.48,0.18,0.6577
Edge_LC,MidT_90C,10,20,-10,0.44,0.48,0.18,0.5719
Mid_LC,HighT_130C,10,20,-10,0.44,0.48,0.18,0.4911
Mid_LC,LowT_60C,10,20,-10,0.44,0.48,0.18,0.6577
Mid_LC,MidT_90C,10,20,-10,0.44,0.48,0.18,0.5719
Hyperscale_LC,HighT_130C,10,20,-10,0.44,0.48,0.18,0.491
Hyperscale_LC,LowT_60C,10,20,-10,0.44,0.48,0.18,0.6576
Hyperscale_LC,MidT_90C,10,20,-10,0.44,0.48,0.18,0.572
Edge_LC,HighT_130C,10,20,0,0.44,0.48,0.2,0.4795
Edge_LC,LowT_60C,10,20,0,0.44,0.48,0.2,0.6527
Edge_LC,MidT_90C,10,20,0,0.44,0.48,0.2,0.5634
Mid_LC,HighT_130C,10,20,0,0.44,0.48,0.2,0.4795
Mid_LC,LowT_60C,10,20,0,0.44,0.48,0.2,0.6527
Mid_LC,MidT_90C,10,20,0,0.44,0.48,0.2,0.5634
Hyperscale_LC,HighT_130C,10,20,0,0.44,0.48,0.2,0.4795
Hyperscale_LC,LowT_60C,10,20,0,0.44,0.48,0.2,0.6526
Hyperscale_LC,MidT_90C,10,20,0,0.44,0.48,0.2,0.5636
Edge_LC,HighT_130C,10,20,10,0.44,0.48,0.22,0.468
Edge_LC,LowT_60C,10,20,10,0.44,0.48,0.22,0.6477
Edge_LC,MidT_90C,10,20,10,0.44,0.48,0.22,0.555
Mid_LC,HighT_130C,10,20,10,0.44,0.48,0.22,0.468
Mid_LC,LowT_60C,10,20,10,0.44,0.48,0.22,0.6477
Mid_LC,MidT_90C,10,20,10,0.44,0.48,0.22,0.555
Hyperscale_LC,HighT_130C,10,20,10,0.44,0.48,0.22,0.4679
Hyperscale_LC,LowT_60C,10,20,10,0.44,0.48,0.22,0.6476
Hyperscale_LC,MidT_90C,10,20,10,0.44,0.48,0.22,0.5551
Edge_LC,HighT_130C,10,20,20,0.44,0.48,0.24,0.4564
Edge_LC,LowT_60C,10,20,20,0.44,0.48,0.24,0.6427
Edge_LC,MidT_90C,10,20,20,0.44,0.48,0.24,0.5465
Mid_LC,HighT_130C,10,20,20,0.44,0.48,0.24,0.4564
Mid_LC,LowT_60C,10,20,20,0.44,0.48,0.24,0.6427
Mid_LC,MidT_90C,10,20,20,0.44,0.48,0.24,0.5465
Hyperscale_LC,HighT_130C,10,20,20,0.44,0.48,0.24,0.4564
Hyperscale_LC,LowT_60C,10,20,20,0.44,0.48,0.24,0.6426
Hyperscale_LC,MidT_90C,10,20,20,0.44,0.48,0.24,0.5466
Edge_LC,HighT_130C,20,-20,-20,0.48,0.32,0.16,0.4033
Edge_LC,LowT_60C,20,-20,-20,0.48,0.32,0.16,0.5732
Edge_LC,MidT_90C,20,-20,-20,0.48,0.32,0.16,0.486
Mid_LC,HighT_130C,20,-20,-20,0.48,0.32,0.16,0.4033
Mid_LC,LowT_60C,20,-20,-20,0.48,0.32,0.16,0.5732
Mid_LC,MidT_90C,20,-20,-20,0.48,0.32,0.16,0.486
Hyperscale_LC,HighT_130C,20,-20,-20,0.48,0.32,0.16,0.4022
Hyperscale_LC,LowT_60C,20,-20,-20,0.48,0.32,0.16,0.5721
Hyperscale_LC,MidT_90C,20,-20,-20,0.48,0.32,0.16,0.485
Edge_LC,HighT_130C,20,-20,-10,0.48,0.32,0.18,0.3918
Edge_LC,LowT_60C,20,-20,-10,0.48,0.32,0.18,0.5682
Edge_LC,MidT_90C,20,-20,-10,0.48,0.32,0.18,0.4775
Mid_LC,HighT_130C,20,-20,-10,0.48,0.32,0.18,0.3918
Mid_LC,LowT_60C,20,-20,-10,0.48,0.32,0.18,0.5682
Mid_LC,MidT_90C,20,-20,-10,0.48,0.32,0.18,0.4775
Hyperscale_LC,HighT_130C,20,-20,-10,0.48,0.32,0.18,0.3907
Hyperscale_LC,LowT_60C,20,-20,-10,0.48,0.32,0.18,0.5671
Hyperscale_LC,MidT_90C,20,-20,-10,0.48,0.32,0.18,0.4765
Edge_LC,HighT_130C,20,-20,0,0.48,0.32,0.2,0.3803
Edge_LC,LowT_60C,20,-20,0,0.48,0.32,0.2,0.5632
Edge_LC,MidT_90C,20,-20,0,0.48,0.32,0.2,0.469
Mid_LC,HighT_130C,20,-20,0,0.48,0.32,0.2,0.3803
Mid_LC,LowT_60C,20,-20,0,0.48,0.32,0.2,0.5632
Mid_LC,MidT_90C,20,-20,0,0.48,0.32,0.2,0.469
Hyperscale_LC,HighT_130C,20,-20,0,0.48,0.32,0.2,0.3791
Hyperscale_LC,LowT_60C,20,-20,0,0.48,0.32,0.2,0.5621
Hyperscale_LC,MidT_90C,20,-20,0,0.48,0.32,0.2,0.4681
Edge_LC,HighT_130C,20,-20,10,0.48,0.32,0.22,0.3687
Edge_LC,LowT_60C,20,-20,10,0.48,0.32,0.22,0.5582
Edge_LC,MidT_90C,20,-20,10,0.48,0.32,0.22,0.4606
Mid_LC,HighT_130C,20,-20,10,0.48,0.32,0.22,0.3687
Mid_LC,LowT_60C,20,-20,10,0.48,0.32,0.22,0.5582
Mid_LC,MidT_90C,20,-20,10,0.48,0.32,0.22,0.4606
Hyperscale_LC,HighT_130C,20,-20,10,0.48,0.32,0.22,0.3676
Hyperscale_LC,LowT_60C,20,-20,10,0.48,0.32,0.22,0.5571
Hyperscale_LC,MidT_90C,20,-20,10,0.48,0.32,0.22,0.4596
Edge_LC,HighT_130C,20,-20,20,0.48,0.32,0.24,0.3572
Edge_LC,LowT_60C,20,-20,20,0.48,0.32,0.24,0.5532
Edge_LC,MidT_90C,20,-20,20,0.48,0.32,0.24,0.4521
Mid_LC,HighT_130C,20,-20,20,0.48,0.32,0.24,0.3572
Mid_LC,LowT_60C,20,-20,20,0.48,0.32,0.24,0.5532
Mid_LC,MidT_90C,20,-20,20,0.48,0.32,0.24,0.4521
Hyperscale_LC,HighT_130C,20,-20,20,0.48,0.32,0.24,0.3561
Hyperscale_LC,LowT_60C,20,-20,20,0.48,0.32,0.24,0.5521
Hyperscale_LC,MidT_90C,20,-20,20,0.48,0.32,0.24,0.4511
Edge_LC,HighT_130C,20,-10,-20,0.48,0.36,0.16,0.4335
Edge_LC,LowT_60C,20,-10,-20,0.48,0.36,0.16,0.6033
Edge_LC,MidT_90C,20,-10,-20,0.48,0.36,0.16,0.5161
Mid_LC,HighT_130C,20,-10,-20,0.48,0.36,0.16,0.4335
Mid_LC,LowT_60C,20,-10,-20,0.48,0.36,0.16,0.6033
Mid_LC,MidT_90C,20,-10,-20,0.48,0.36,0.16,0.5161
Hyperscale_LC,HighT_130C,20,-10,-20,0.48,0.36,0.16,0.4325
Hyperscale_LC,LowT_60C,20,-10,-20,0.48,0.36,0.16,0.6024
Hyperscale_LC,MidT_90C,20,-10,-20,0.48,0.36,0.16,0.5153
Edge_LC,HighT_130C,20,-10,-10,0.48,0.36,0.18,0.4219
Edge_LC,LowT_60C,20,-10,-10,0.48,0.36,0.18,0.5983
Edge_LC,MidT_90C,20,-10,-10,0.48,0.36,0.18,0.5076
Mid_LC,HighT_130C,20,-10,-10,0.48,0.36,0.18,0.4219
Mid_LC,LowT_60C,20,-10,-10,0.48,0.36,0.18,0.5983
Mid_LC,MidT_90C,20,-10,-10,0.48,0.36,0.18,0.5076
Hyperscale_LC,HighT_130C,20,-10,-10,0.48,0.36,0.18,0.421
Hyperscale_LC,LowT_60C,20,-10,-10,0.48,0.36,0.18,0.5974
Hyperscale_LC,MidT_90C,20,-10,-10,0.48,0.36,0.18,0.5069
Edge_LC,HighT_130C,20,-10,0,0.48,0.36,0.2,0.4104
Edge_LC,LowT_60C,20,-10,0,0.48,0.36,0.2,0.5933
Edge_LC,MidT_90C,20,-10,0,0.48,0.36,0.2,0.4992
Mid_LC,HighT_130C,20,-10,0,0.48,0.36,0.2,0.4104
Mid_LC,LowT_60C,20,-10,0,0.48,0.36,0.2,0.5933
Mid_LC,MidT_90C,20,-10,0,0.48,0.36,0.2,0.4992
Hyperscale_LC,HighT_130C,20,-10,0,0.48,0.36,0.2,0.4095
Hyperscale_LC,LowT_60C,20,-10,0,0.48,0.36,0.2,0.5924
Hyperscale_LC,MidT_90C,20,-10,0,0.48,0.36,0.2,0.4984
Edge_LC,HighT_130C,20,-10,10,0.48,0.36,0.22,0.3989
Edge_LC,LowT_60C,20,-10,10,0.48,0.36,0.22,0.5883
Edge_LC,MidT_90C,20,-10,10,0.48,0.36,0.22,0.4907
Mid_LC,HighT_130C,20,-10,10,0.48,0.36,0.22,0.3989
Mid_LC,LowT_60C,20,-10,10,0.48,0.36,0.22,0.5883
Mid_LC,MidT_90C,20,-10,10,0.48,0.36,0.22,0.4907
Hyperscale_LC,HighT_130C,20,-10,10,0.48,0.36,0.22,0.3979
Hyperscale_LC,LowT_60C,20,-10,10,0.48,0.36,0.22,0.5874
Hyperscale_LC,MidT_90C,20,-10,10,0.48,0.36,0.22,0.4899
Edge_LC,HighT_130C,20,-10,20,0.48,0.36,0.24,0.3873
Edge_LC,LowT_60C,20,-10,20,0.48,0.36,0.24,0.5833
Edge_LC,MidT_90C,20,-10,20,0.48,0.36,0.24,0.4822
Mid_LC,HighT_130C,20,-10,20,0.48,0.36,0.24,0.3873
Mid_LC,LowT_60C,20,-10,20,0.48,0.36,0.24,0.5833
Mid_LC,MidT_90C,20,-10,20,0.48,0.36,0.24,0.4822
Hyperscale_LC,HighT_130C,20,-10,20,0.48,0.36,0.24,0.3864
Hyperscale_LC,LowT_60C,20,-10,20,0.48,0.36,0.24,0.5824
Hyperscale_LC,MidT_90C,20,-10,20,0.48,0.36,0.24,0.4815
Edge_LC,HighT_130C,20,0,-20,0.48,0.4,0.16,0.4636
Edge_LC,LowT_60C,20,0,-20,0.48,0.4,0.16,0.6334
Edge_LC,MidT_90C,20,0,-20,0.48,0.4,0.16,0.5462
Mid_LC,HighT_130C,20,0,-20,0.48,0.4,0.16,0.4636
Mid_LC,LowT_60C,20,0,-20,0.48,0.4,0.16,0.6334
Mid_LC,MidT_90C,20,0,-20,0.48,0.4,0.16,0.5462
Hyperscale_LC,HighT_130C,20,0,-20,0.48,0.4,0.16,0.4629
Hyperscale_LC,LowT_60C,20,0,-20,0.48,0.4,0.16,0.6327
Hyperscale_LC,MidT_90C,20,0,-20,0.48,0.4,0.16,0.5457
Edge_LC,HighT_130C,20,0,-10,0.48,0.4,0.18,0.452
Edge_LC,LowT_60C,20,0,-10,0.48,0.4,0.18,0.6284
Edge_LC,MidT_90C,20,0,-10,0.48,0.4,0.18,0.5377
Mid_LC,HighT_130C,20,0,-10,0.48,0.4,0.18,0.452
Mid_LC,LowT_60C,20,0,-10,0.48,0.4,0.18,0.6284
Mid_LC,MidT_90C,20,0,-10,0.48,0.4,0.18,0.5377
Hyperscale_LC,HighT_130C,20,0,-10,0.48,0.4,0.18,0.4513
Hyperscale_LC,LowT_60C,20,0,-10,0.48,0.4,0.18,0.6277
Hyperscale_LC,MidT_90C,20,0,-10,0.48,0.4,0.18,0.5372
Edge_LC,HighT_130C,20,0,0,0.48,0.4,0.2,0.4405
Edge_LC,LowT_60C,20,0,0,0.48,0.4,0.2,0.6234
Edge_LC,MidT_90C,20,0,0,0.48,0.4,0.2,0.5293
Mid_LC,HighT_130C,20,0,0,0.48,0.4,0.2,0.4405
Mid_LC,LowT_60C,20,0,0,0.48,0.4,0.2,0.6234
Mid_LC,MidT_90C,20,0,0,0.48,0.4,0.2,0.5293
Hyperscale_LC,HighT_130C,20,0,0,0.48,0.4,0.2,0.4398
Hyperscale_LC,LowT_60C,20,0,0,0.48,0.4,0.2,0.6227
Hyperscale_LC,MidT_90C,20,0,0,0.48,0.4,0.2,0.5287
Edge_LC,HighT_130C,20,0,10,0.48,0.4,0.22,0.429
Edge_LC,LowT_60C,20,0,10,0.48,0.4,0.22,0.6184
Edge_LC,MidT_90C,20,0,10,0.48,0.4,0.22,0.5208
Mid_LC,HighT_130C,20,0,10,0.48,0.4,0.22,0.429
Mid_LC,LowT_60C,20,0,10,0.48,0.4,0.22,0.6184
Mid_LC,MidT_90C,20,0,10,0.48,0.4,0.22,0.5208
Hyperscale_LC,HighT_130C,20,0,10,0.48,0.4,0.22,0.4283
Hyperscale_LC,LowT_60C,20,0,10,0.48,0.4,0.22,0.6177
Hyperscale_LC,MidT_90C,20,0,10,0.48,0.4,0.22,0.5203
Edge_LC,HighT_130C,20,0,20,0.48,0.4,0.24,0.4174
Edge_LC,LowT_60C,20,0,20,0.48,0.4,0.24,0.6134
Edge_LC,MidT_90C,20,0,20,0.48,0.4,0.24,0.5123
Mid_LC,HighT_130C,20,0,20,0.48,0.4,0.24,0.4174
Mid_LC,LowT_60C,20,0,20,0.48,0.4,0.24,0.6134
Mid_LC,MidT_90C,20,0,20,0.48,0.4,0.24,0.5123
Hyperscale_LC,HighT_130C,20,0,20,0.48,0.4,0.24,0.4167
Hyperscale_LC,LowT_60C,20,0,20,0.48,0.4,0.24,0.6127
Hyperscale_LC,MidT_90C,20,0,20,0.48,0.4,0.24,0.5118
Edge_LC,HighT_130C,20,10,-20,0.48,0.44,0.16,0.4937
Edge_LC,LowT_60C,20,10,-20,0.48,0.44,0.16,0.6636
Edge_LC,MidT_90C,20,10,-20,0.48,0.44,0.16,0.5763
Mid_LC,HighT_130C,20,10,-20,0.48,0.44,0.16,0.4937
Mid_LC,LowT_60C,20,10,-20,0.48,0.44,0.16,0.6636
Mid_LC,MidT_90C,20,10,-20,0.48,0.44,0.16,0.5763
Hyperscale_LC,HighT_130C,20,10,-20,0.48,0.44,0.16,0.4932
Hyperscale_LC,LowT_60C,20,10,-20,0.48,0.44,0.16,0.6631
Hyperscale_LC,MidT_90C,20,10,-20,0.48,0.44,0.16,0.576
Edge_LC,HighT_130C,20,10,-10,0.48,0.44,0.18,0.4822
Edge_LC,LowT_60C,20,10,-10,0.48,0.44,0.18,0.6586
Edge_LC,MidT_90C,20,10,-10,0.48,0.44,0.18,0.5679
Mid_LC,HighT_130C,20,10,-10,0.48,0.44,0.18,0.4822
Mid_LC,LowT_60C,20,10,-10,0.48,0.44,0.18,0.6586
Mid_LC,MidT_90C,20,10,-10,0.48,0.44,0.18,0.5679
Hyperscale_LC,HighT_130C,20,10,-10,0.48,0.44,0.18,0.4817
Hyperscale_LC,LowT_60C,20,10,-10,0.48,0.44,0.18,0.6581
Hyperscale_LC,MidT_90C,20,10,-10,0.48,0.44,0.18,0.5675
Edge_LC,HighT_130C,20,10,0,0.48,0.44,0.2,0.4706
Edge_LC,LowT_60C,20,10,0,0.48,0.44,0.2,0.6536
Edge_LC,MidT_90C,20,10,0,0.48,0.44,0.2,0.5594
Mid_LC,HighT_130C,20,10,0,0.48,0.44,0.2,0.4706
Mid_LC,LowT_60C,20,10,0,0.48,0.44,0.2,0.6536
Mid_LC,MidT_90C,20,10,0,0.48,0.44,0.2,0.5594
Hyperscale_LC,HighT_130C,20,10,0,0.48,0.44,0.2,0.4701
Hyperscale_LC,LowT_60C,20,10,0,0.48,0.44,0.2,0.6531
